"symbol"	"ensembl"	"cluster"
"10810"	"SLC25A16"	"ENSG00000122912.9"	118
"10811"	"PTGES3"	"ENSG00000110958.10"	117
"10812"	"FTL"	"ENSG00000087086.8"	114
"10813"	"ANKS1A"	"ENSG00000064999.12"	118
"10814"	"KIFAP3"	"ENSG00000075945.8"	22
"10815"	"EEF2K"	"ENSG00000103319.7"	108
"10816"	"ACIN1"	"ENSG00000100813.9"	109
"10817"	"LINC00266-3"	"ENSG00000170590.4"	4
"10818"	"GRIA3"	"ENSG00000125675.13"	22
"10819"	"ZNF408"	"ENSG00000175213.2"	4
"10820"	"FKBPL"	"ENSG00000204315.3"	14
"10821"	"ADHFE1"	"ENSG00000147576.11"	106
"10822"	"PIK3C2B"	"ENSG00000133056.9"	110
"10823"	"ZNF672"	"ENSG00000171161.8"	109
"10824"	"RP11-303E16.8"	"ENSG00000260643.1"	117
"10825"	"MYO15B"	"ENSG00000266714.1"	106
"10826"	"LINC00623"	"ENSG00000235398.1"	115
"10827"	"ANO8"	"ENSG00000074855.5"	108
"10828"	"NOL10"	"ENSG00000115761.11"	9
"10829"	"FAM153B"	"ENSG00000182230.7"	12
"10830"	"MRAP2"	"ENSG00000135324.5"	17
"10831"	"SH2B3"	"ENSG00000111252.5"	117
"10832"	"DNAJC12"	"ENSG00000108176.8"	22
"10833"	"AVEN"	"ENSG00000169857.3"	117
"10834"	"SLC16A14"	"ENSG00000163053.6"	125
"10835"	"PNOC"	"ENSG00000168081.4"	23
"10836"	"EMC7"	"ENSG00000134153.5"	123
"10837"	"MORN1"	"ENSG00000116151.8"	13
"10838"	"GFPT2"	"ENSG00000131459.8"	115
"10839"	"PTPMT1"	"ENSG00000110536.9"	106
"10840"	"IL17RB"	"ENSG00000056736.5"	109
"10841"	"SEPT9"	"ENSG00000184640.12"	115
"10842"	"OXCT1"	"ENSG00000083720.8"	125
"10843"	"PIP5K1B"	"ENSG00000107242.12"	125
"10844"	"HIST1H1C"	"ENSG00000187837.2"	114
"10845"	"RP1-178F10.3"	"ENSG00000267350.1"	213
"10846"	"MPPE1"	"ENSG00000154889.12"	122
"10847"	"C17orf67"	"ENSG00000214226.4"	6
"10848"	"PGBD1"	"ENSG00000137338.4"	14
"10849"	"RIMS3"	"ENSG00000117016.5"	23
"10850"	"ZNF502"	"ENSG00000196653.7"	2
"10851"	"ABHD3"	"ENSG00000158201.5"	113
"10852"	"ZC2HC1C"	"ENSG00000119703.12"	117
"10853"	"ZFP62"	"ENSG00000196670.9"	8
"10854"	"DDX20"	"ENSG00000064703.7"	126
"10855"	"RAP1GAP2"	"ENSG00000132359.9"	16
"10856"	"AC008280.5"	"ENSG00000239235.3"	106
"10857"	"ZFP161"	"ENSG00000198081.6"	118
"10858"	"UQCRQ"	"ENSG00000164405.6"	126
"10859"	"SDHB"	"ENSG00000117118.5"	123
"10860"	"CCT2"	"ENSG00000166226.7"	22
"10861"	"RHOB"	"ENSG00000143878.8"	113
"10862"	"C9orf64"	"ENSG00000165118.9"	107
"10863"	"SALL2"	"ENSG00000165821.7"	107
"10864"	"MFNG"	"ENSG00000100060.12"	116
"10865"	"BIVM"	"ENSG00000134897.9"	13
"10866"	"ROBO3"	"ENSG00000154134.10"	2
"10867"	"ZMIZ2"	"ENSG00000122515.10"	3
"10868"	"MLL3"	"ENSG00000055609.13"	111
"10869"	"CA2"	"ENSG00000104267.4"	111
"10870"	"TCP10L"	"ENSG00000242220.1"	17
"10871"	"CASKIN1"	"ENSG00000167971.13"	16
"10872"	"EMC3"	"ENSG00000125037.7"	233
"10873"	"LRRC39"	"ENSG00000122477.8"	3
"10874"	"Metazoa_SRP"	"ENSG00000266422.1"	17
"10875"	"PARP2"	"ENSG00000129484.9"	13
"10876"	"USMG5"	"ENSG00000173915.8"	14
"10877"	"TTLL5"	"ENSG00000119685.13"	8
"10878"	"ZFP36"	"ENSG00000128016.3"	115
"10879"	"OST4"	"ENSG00000228474.1"	113
"10880"	"GSTO2"	"ENSG00000065621.8"	12
"10881"	"KB-1460A1.5"	"ENSG00000261087.1"	17
"10882"	"TTC28"	"ENSG00000100154.10"	108
"10883"	"TCEAL1"	"ENSG00000172465.9"	126
"10884"	"COX8A"	"ENSG00000176340.3"	122
"10885"	"FBN1"	"ENSG00000166147.9"	122
"10886"	"C6orf47"	"ENSG00000204439.3"	108
"10887"	"MARC2"	"ENSG00000117791.11"	107
"10888"	"TUBB2B"	"ENSG00000137285.8"	106
"10889"	"ABCA2"	"ENSG00000107331.11"	110
"10890"	"IDI1"	"ENSG00000067064.6"	123
"10891"	"TMEM223"	"ENSG00000168569.7"	14
"10892"	"ANKRD30BL"	"ENSG00000163046.11"	1
"10893"	"RP11-343B5.1"	"ENSG00000233597.3"	4
"10894"	"KEAP1"	"ENSG00000079999.9"	6
"10895"	"CD164"	"ENSG00000135535.10"	113
"10896"	"PIGS"	"ENSG00000087111.16"	123
"10897"	"MEGF11"	"ENSG00000157890.12"	113
"10898"	"KIAA0284"	"ENSG00000099814.9"	16
"10899"	"HYAL1"	"ENSG00000114378.12"	112
"10900"	"MTMR9"	"ENSG00000104643.5"	21
"10901"	"IBTK"	"ENSG00000005700.10"	3
"10902"	"COG8"	"ENSG00000213380.7"	121
"10903"	"TCERG1L"	"ENSG00000176769.9"	19
"10904"	"ARHGAP44"	"ENSG00000006740.11"	21
"10905"	"ETF1"	"ENSG00000120705.8"	118
"10906"	"SLC20A2"	"ENSG00000168575.5"	111
"10907"	"RPP30"	"ENSG00000148688.7"	4
"10908"	"WASH6P"	"ENSG00000182484.9"	6
"10909"	"LRRC7"	"ENSG00000033122.13"	22
"10910"	"KLHL22"	"ENSG00000099910.12"	12
"10911"	"CACNA1C"	"ENSG00000151067.15"	23
"10912"	"CYP46A1"	"ENSG00000036530.4"	16
"10913"	"ATP5L"	"ENSG00000167283.3"	126
"10914"	"SH3PXD2A"	"ENSG00000107957.11"	16
"10915"	"DLST"	"ENSG00000119689.10"	123
"10916"	"SENP2"	"ENSG00000163904.8"	118
"10917"	"AC018730.1"	"ENSG00000233639.1"	6
"10918"	"TOMM20"	"ENSG00000173726.6"	131
"10919"	"CXXC4"	"ENSG00000168772.9"	10
"10920"	"HKR1"	"ENSG00000181666.13"	2
"10921"	"HEATR8"	"ENSG00000184313.14"	106
"10922"	"DEPTOR"	"ENSG00000155792.5"	121
"10923"	"ACAT1"	"ENSG00000075239.9"	106
"10924"	"C5orf49"	"ENSG00000215217.2"	5
"10925"	"TMEM150C"	"ENSG00000249242.2"	123
"10926"	"TM4SF18"	"ENSG00000163762.2"	111
"10927"	"MED20"	"ENSG00000124641.10"	117
"10928"	"FAM78A"	"ENSG00000126882.8"	17
"10929"	"YJEFN3"	"ENSG00000250067.4"	18
"10930"	"FAM134A"	"ENSG00000144567.6"	18
"10931"	"Z97634.5"	"ENSG00000236829.4"	4
"10932"	"SUV39H1"	"ENSG00000101945.12"	2
"10933"	"RP11-244O19.1"	"ENSG00000261534.1"	17
"10934"	"HYOU1"	"ENSG00000149428.14"	125
"10935"	"TMC6"	"ENSG00000141524.11"	110
"10936"	"TIMM50"	"ENSG00000105197.4"	12
"10937"	"GOLGA3"	"ENSG00000090615.7"	119
"10938"	"CSNK1A1"	"ENSG00000113712.10"	121
"10939"	"C9orf142"	"ENSG00000148362.6"	5
"10940"	"SLC16A3"	"ENSG00000141526.10"	234
"10941"	"CCT8"	"ENSG00000156261.7"	22
"10942"	"TGFBI"	"ENSG00000120708.10"	116
"10943"	"FRMD4B"	"ENSG00000114541.10"	110
"10944"	"ZNF791"	"ENSG00000173875.8"	10
"10945"	"CBLN4"	"ENSG00000054803.3"	23
"10946"	"SLCO1C1"	"ENSG00000139155.4"	107
"10947"	"DIS3L"	"ENSG00000166938.8"	121
"10948"	"PHIP"	"ENSG00000146247.12"	10
"10949"	"ZNF890P"	"ENSG00000159904.7"	13
"10950"	"RCC1"	"ENSG00000180198.9"	117
"10951"	"CHRAC1"	"ENSG00000104472.5"	110
"10952"	"KLHL21"	"ENSG00000162413.12"	114
"10953"	"CTD-2349P21.9"	"ENSG00000266490.1"	8
"10954"	"CPLX2"	"ENSG00000145920.10"	16
"10955"	"MRPL16"	"ENSG00000166902.4"	123
"10956"	"CDADC1"	"ENSG00000102543.10"	127
"10957"	"MYADM"	"ENSG00000179820.11"	18
"10958"	"RNU11"	"ENSG00000209804.1"	110
"10959"	"BCAN"	"ENSG00000132692.13"	108
"10960"	"RABEPK"	"ENSG00000136933.12"	13
"10961"	"SPATA2"	"ENSG00000158480.6"	117
"10962"	"C1D"	"ENSG00000197223.7"	126
"10963"	"C21orf58"	"ENSG00000160298.13"	1
"10964"	"CMC2"	"ENSG00000103121.4"	126
"10965"	"LARS"	"ENSG00000133706.13"	121
"10966"	"RP11-389C8.2"	"ENSG00000261269.1"	112
"10967"	"ZNF320"	"ENSG00000182986.7"	2
"10968"	"PFKFB4"	"ENSG00000114268.7"	114
"10969"	"TMEM2"	"ENSG00000135048.9"	115
"10970"	"SRCAP"	"ENSG00000080603.12"	109
"10971"	"RBM45"	"ENSG00000155636.9"	13
"10972"	"RPL27"	"ENSG00000131469.8"	123
"10973"	"SHANK1"	"ENSG00000161681.9"	16
"10974"	"CSGALNACT1"	"ENSG00000147408.10"	107
"10975"	"PC"	"ENSG00000173599.9"	5
"10976"	"STK16"	"ENSG00000115661.9"	122
"10977"	"PPIAP22"	"ENSG00000198618.4"	14
"10978"	"LBR"	"ENSG00000143815.10"	111
"10979"	"C1QB"	"ENSG00000173369.11"	116
"10980"	"FUNDC2"	"ENSG00000165775.13"	113
"10981"	"TMED7"	"ENSG00000134970.13"	107
"10982"	"AC006538.1"	"ENSG00000261342.1"	39
"10983"	"ZNF181"	"ENSG00000197841.8"	111
"10984"	"C6orf89"	"ENSG00000198663.10"	121
"10985"	"TSR3"	"ENSG00000007520.3"	5
"10986"	"RP11-368J21.2"	"ENSG00000243716.6"	106
"10987"	"RFC2"	"ENSG00000049541.5"	13
"10988"	"RP11-395P17.3"	"ENSG00000234771.2"	6
"10989"	"PNPLA7"	"ENSG00000130653.10"	2
"10990"	"ELF1"	"ENSG00000120690.9"	111
"10991"	"MYL3"	"ENSG00000160808.5"	106
"10992"	"C16orf88"	"ENSG00000103550.9"	9
"10993"	"MLL4"	"ENSG00000105663.9"	4
"10994"	"HMGB1P5"	"ENSG00000132967.9"	122
"10995"	"MRPL21"	"ENSG00000197345.8"	14
"10996"	"LY6G5B"	"ENSG00000240053.7"	2
"10997"	"ATE1"	"ENSG00000107669.12"	125
"10998"	"FAM58A"	"ENSG00000147382.14"	1
"10999"	"SLC35E3"	"ENSG00000175782.7"	2
"11000"	"STT3A"	"ENSG00000134910.7"	113
"11001"	"THAP1"	"ENSG00000131931.4"	117
"11002"	"LZTR1"	"ENSG00000099949.14"	6
"11003"	"TGFBR3"	"ENSG00000069702.6"	113
"11004"	"ZNHIT6"	"ENSG00000117174.6"	109
"11005"	"FOXP4"	"ENSG00000137166.10"	19
"11006"	"DHX37"	"ENSG00000150990.3"	1
"11007"	"POLR1C"	"ENSG00000171453.12"	19
"11008"	"HLA-DPB1"	"ENSG00000223865.5"	116
"11009"	"SPATA7"	"ENSG00000042317.12"	13
"11010"	"IGKC"	"ENSG00000211592.2"	5
"11011"	"KLHDC8B"	"ENSG00000185909.10"	4
"11012"	"SOGA2"	"ENSG00000168502.13"	23
"11013"	"RP4-604K5.1"	"ENSG00000183291.11"	123
"11014"	"RAB4A"	"ENSG00000168118.7"	118
"11015"	"PRDX5"	"ENSG00000126432.9"	14
"11016"	"MTCP1NB"	"ENSG00000182712.11"	114
"11017"	"MAP3K13"	"ENSG00000073803.9"	2
"11018"	"SPIN3"	"ENSG00000204271.5"	121
"11019"	"TRAF3IP1"	"ENSG00000204104.7"	2
"11020"	"AC093415.2"	"ENSG00000235257.2"	18
"11021"	"SFXN3"	"ENSG00000107819.8"	16
"11022"	"SS18L2"	"ENSG00000008324.6"	17
"11023"	"ZNF703"	"ENSG00000183779.5"	5
"11024"	"ANKHD1"	"ENSG00000131503.16"	11
"11025"	"NEU4"	"ENSG00000204099.7"	2
"11026"	"EDEM2"	"ENSG00000088298.7"	116
"11027"	"PRR18"	"ENSG00000176381.4"	110
"11028"	"RARRES2"	"ENSG00000106538.5"	108
"11029"	"DNTTIP1"	"ENSG00000101457.8"	13
"11030"	"MKNK2"	"ENSG00000099875.10"	114
"11031"	"ASPDH"	"ENSG00000204653.4"	12
"11032"	"TRIM4"	"ENSG00000146833.11"	114
"11033"	"AKR1C1"	"ENSG00000187134.8"	119
"11034"	"TIRAP"	"ENSG00000150455.9"	13
"11035"	"CCDC112"	"ENSG00000164221.8"	10
"11036"	"SPHK2"	"ENSG00000063176.10"	61
"11037"	"NME9"	"ENSG00000181322.9"	13
"11038"	"ZSWIM1"	"ENSG00000168612.4"	18
"11039"	"CMYA5"	"ENSG00000164309.10"	106
"11040"	"RARS"	"ENSG00000113643.4"	13
"11041"	"KLHDC1"	"ENSG00000197776.3"	122
"11042"	"PQLC1"	"ENSG00000122490.13"	18
"11043"	"RP11-1136G11.7"	"ENSG00000257479.1"	123
"11044"	"NOTCH2NL"	"ENSG00000213240.6"	106
"11045"	"FKBP1A"	"ENSG00000088832.10"	17
"11046"	"SMPD4"	"ENSG00000136699.14"	6
"11047"	"IPO13"	"ENSG00000117408.5"	1
"11048"	"CCDC53"	"ENSG00000120860.6"	122
"11049"	"AGFG1"	"ENSG00000173744.12"	118
"11050"	"CRIPT"	"ENSG00000119878.5"	111
"11051"	"HP1BP3"	"ENSG00000127483.12"	111
"11052"	"SSPN"	"ENSG00000123096.7"	106
"11053"	"HIPK3"	"ENSG00000110422.7"	113
"11054"	"ACY1"	"ENSG00000243989.3"	2
"11055"	"PGP"	"ENSG00000184207.7"	16
"11056"	"RP11-505K9.1"	"ENSG00000260018.1"	1
"11057"	"GFAP"	"ENSG00000131095.7"	115
"11058"	"PMPCA"	"ENSG00000165688.7"	1
"11059"	"PAOX"	"ENSG00000148832.10"	2
"11060"	"ARHGEF9"	"ENSG00000131089.9"	23
"11061"	"SORT1"	"ENSG00000134243.7"	111
"11062"	"VPS13D"	"ENSG00000048707.8"	118
"11063"	"CNNM2"	"ENSG00000148842.11"	23
"11064"	"AL592284.1"	"ENSG00000236943.1"	4
"11065"	"C17orf51"	"ENSG00000212719.5"	19
"11066"	"DGCR5"	"ENSG00000237517.3"	16
"11067"	"UNC13B"	"ENSG00000198722.8"	121
"11068"	"B4GALNT4"	"ENSG00000182272.7"	5
"11069"	"PHC3"	"ENSG00000173889.10"	111
"11070"	"SESN1"	"ENSG00000080546.9"	119
"11071"	"FKBP9"	"ENSG00000122642.6"	107
"11072"	"PDE6B"	"ENSG00000133256.8"	110
"11073"	"IFNAR1"	"ENSG00000142166.8"	117
"11074"	"TMEM245"	"ENSG00000106771.8"	118
"11075"	"GTF2H1"	"ENSG00000110768.5"	128
"11076"	"RP11-469M7.1"	"ENSG00000260006.1"	13
"11077"	"METTL16"	"ENSG00000127804.7"	5
"11078"	"AKT3"	"ENSG00000117020.12"	125
"11079"	"SMAD1"	"ENSG00000170365.5"	117
"11080"	"FAM69C"	"ENSG00000187773.7"	106
"11081"	"Z83851.1"	"ENSG00000229891.1"	5
"11082"	"CDK8"	"ENSG00000132964.6"	17
"11083"	"CALN1"	"ENSG00000183166.5"	218
"11084"	"ZDHHC12"	"ENSG00000160446.13"	2
"11085"	"AGER"	"ENSG00000204305.9"	5
"11086"	"PPFIA3"	"ENSG00000177380.8"	16
"11087"	"MRPL41"	"ENSG00000182154.7"	4
"11088"	"DUSP18"	"ENSG00000167065.9"	6
"11089"	"DLL4"	"ENSG00000128917.5"	114
"11090"	"NUDT16L1"	"ENSG00000168101.10"	109
"11091"	"CD97"	"ENSG00000123146.14"	110
"11092"	"CCDC91"	"ENSG00000123106.6"	9
"11093"	"DHTKD1"	"ENSG00000181192.7"	106
"11094"	"MAPK8"	"ENSG00000107643.10"	190
"11095"	"HSD11B1L"	"ENSG00000167733.9"	12
"11096"	"ATP1A3"	"ENSG00000105409.9"	22
"11097"	"CARNS1"	"ENSG00000172508.6"	257
"11098"	"PRDM11"	"ENSG00000019485.8"	119
"11099"	"ATP9A"	"ENSG00000054793.9"	125
"11100"	"TACC3"	"ENSG00000013810.14"	6
"11101"	"SEC23A"	"ENSG00000100934.9"	125
"11102"	"DIDO1"	"ENSG00000101191.11"	107
"11103"	"UBE3D"	"ENSG00000118420.12"	10
"11104"	"SLC22A15"	"ENSG00000163393.8"	121
"11105"	"NAP1L3"	"ENSG00000186310.8"	22
"11106"	"APBB1IP"	"ENSG00000077420.10"	116
"11107"	"MEF2A"	"ENSG00000068305.12"	125
"11108"	"AHSA2"	"ENSG00000173209.17"	110
"11109"	"ARL8A"	"ENSG00000143862.3"	17
"11110"	"AC013268.5"	"ENSG00000204588.5"	16
"11111"	"MCCC1"	"ENSG00000078070.7"	122
"11112"	"DAAM2"	"ENSG00000146122.12"	110
"11113"	"MRPL3"	"ENSG00000114686.3"	126
"11114"	"PRDX6"	"ENSG00000117592.8"	108
"11115"	"MFHAS1"	"ENSG00000147324.6"	5
"11116"	"SIN3A"	"ENSG00000169375.11"	107
"11117"	"NDUFB10"	"ENSG00000140990.10"	126
"11118"	"ZNHIT3"	"ENSG00000108278.7"	126
"11119"	"ADCY1"	"ENSG00000164742.10"	23
"11120"	"C6orf120"	"ENSG00000185127.5"	123
"11121"	"HAPLN4"	"ENSG00000187664.7"	16
"11122"	"TRPC1"	"ENSG00000144935.10"	122
"11123"	"VANGL2"	"ENSG00000162738.5"	108
"11124"	"FBXL14"	"ENSG00000171823.6"	119
"11125"	"NAA38"	"ENSG00000128534.3"	113
"11126"	"PHKG1"	"ENSG00000164776.5"	106
"11127"	"DDIT4L"	"ENSG00000145358.2"	109
"11128"	"AC114730.3"	"ENSG00000224272.2"	108
"11129"	"ACTN4"	"ENSG00000130402.7"	6
"11130"	"PIKFYVE"	"ENSG00000115020.12"	118
"11131"	"KLHL35"	"ENSG00000149243.10"	12
"11132"	"ZNF24"	"ENSG00000172466.11"	111
"11133"	"STK17B"	"ENSG00000081320.5"	108
"11134"	"CTD-2527I21.4"	"ENSG00000221857.3"	14
"11135"	"ABCC9"	"ENSG00000069431.6"	8
"11136"	"WBSCR17"	"ENSG00000185274.7"	12
"11137"	"RAB14"	"ENSG00000119396.6"	121
"11138"	"ATF7"	"ENSG00000170653.14"	107
"11139"	"RASL12"	"ENSG00000103710.6"	115
"11140"	"TRAF4"	"ENSG00000076604.10"	106
"11141"	"PCP4"	"ENSG00000183036.6"	14
"11142"	"DEXI"	"ENSG00000182108.5"	119
"11143"	"LMBRD1"	"ENSG00000168216.6"	107
"11144"	"PGM2L1"	"ENSG00000165434.4"	21
"11145"	"CDKL1"	"ENSG00000100490.5"	17
"11146"	"NAMPT"	"ENSG00000105835.7"	115
"11147"	"GABPB2"	"ENSG00000143458.7"	108
"11148"	"HS3ST4"	"ENSG00000182601.6"	17
"11149"	"TEX10"	"ENSG00000136891.9"	141
"11150"	"UTP3"	"ENSG00000132467.2"	121
"11151"	"CTD-2020K17.1"	"ENSG00000267121.1"	1
"11152"	"RETSAT"	"ENSG00000042445.9"	106
"11153"	"TPCN2"	"ENSG00000162341.10"	122
"11154"	"MESDC2"	"ENSG00000117899.6"	106
"11155"	"GALNT14"	"ENSG00000158089.10"	18
"11156"	"ACTR3"	"ENSG00000115091.6"	118
"11157"	"TAC3"	"ENSG00000166863.7"	12
"11158"	"SH2B2"	"ENSG00000160999.8"	7
"11159"	"HERC2P9"	"ENSG00000206149.6"	106
"11160"	"PPAPDC2"	"ENSG00000205808.4"	257
"11161"	"H1FX-AS1"	"ENSG00000206417.4"	1
"11162"	"CHPT1"	"ENSG00000111666.6"	113
"11163"	"PRPF39"	"ENSG00000185246.13"	117
"11164"	"AP3S1"	"ENSG00000177879.10"	22
"11165"	"ADD1"	"ENSG00000087274.12"	5
"11166"	"RLF"	"ENSG00000117000.7"	127
"11167"	"RPS16"	"ENSG00000105193.3"	114
"11168"	"NTRK3"	"ENSG00000140538.10"	115
"11169"	"PDHA1"	"ENSG00000131828.9"	14
"11170"	"CDKN2D"	"ENSG00000129355.6"	14
"11171"	"PIK3CB"	"ENSG00000051382.4"	21
"11172"	"MIR4720"	"ENSG00000261609.1"	9
"11173"	"DDIT3"	"ENSG00000175197.5"	117
"11174"	"PAPSS2"	"ENSG00000198682.8"	113
"11175"	"RP11-572P18.1"	"ENSG00000220842.5"	111
"11176"	"TGFA"	"ENSG00000163235.11"	110
"11177"	"GSTM3"	"ENSG00000134202.6"	106
"11178"	"RNF40"	"ENSG00000103549.16"	107
"11179"	"PENK"	"ENSG00000181195.5"	15
"11180"	"ZNF767"	"ENSG00000133624.9"	3
"11181"	"KRT8P12"	"ENSG00000229320.3"	109
"11182"	"OSBPL6"	"ENSG00000079156.12"	23
"11183"	"NDUFA2"	"ENSG00000131495.4"	3
"11184"	"RNF19B"	"ENSG00000116514.12"	117
"11185"	"SLC39A1"	"ENSG00000143570.13"	115
"11186"	"SYN3"	"ENSG00000185666.10"	210
"11187"	"HMGB3"	"ENSG00000029993.10"	122
"11188"	"EXOC8"	"ENSG00000116903.6"	125
"11189"	"MYO9B"	"ENSG00000099331.8"	110
"11190"	"SBF2"	"ENSG00000133812.10"	107
"11191"	"SLC25A13"	"ENSG00000004864.8"	106
"11192"	"RIMBP2"	"ENSG00000060709.9"	23
"11193"	"MED9"	"ENSG00000141026.3"	17
"11194"	"NAA10"	"ENSG00000102030.11"	3
"11195"	"MAGI1"	"ENSG00000151276.16"	21
"11196"	"C4orf19"	"ENSG00000154274.10"	115
"11197"	"TMEFF1"	"ENSG00000241697.3"	22
"11198"	"RPS4Y1"	"ENSG00000129824.9"	106
"11199"	"TAGLN3"	"ENSG00000144834.8"	14
"11200"	"PRSS23"	"ENSG00000150687.6"	113
"11201"	"ST6GAL2"	"ENSG00000144057.11"	1
"11202"	"GOSR1"	"ENSG00000108587.10"	106
"11203"	"RPL7A"	"ENSG00000148303.12"	117
"11204"	"PNMA5"	"ENSG00000198883.7"	12
"11205"	"ORC6"	"ENSG00000091651.4"	1
"11206"	"TRIO"	"ENSG00000038382.13"	22
"11207"	"ZNF219"	"ENSG00000165804.9"	7
"11208"	"SLA"	"ENSG00000155926.9"	116
"11209"	"IKBKB"	"ENSG00000104365.9"	109
"11210"	"REPS1"	"ENSG00000135597.14"	3
"11211"	"MRM1"	"ENSG00000129282.8"	18
"11212"	"RP11-797H7.5"	"ENSG00000189316.3"	96
"11213"	"TBC1D24"	"ENSG00000162065.7"	13
"11214"	"NUP50"	"ENSG00000093000.13"	125
"11215"	"MIPEP"	"ENSG00000027001.7"	1
"11216"	"VPS37B"	"ENSG00000139722.2"	5
"11217"	"NELL1"	"ENSG00000165973.13"	187
"11218"	"ANGPTL4"	"ENSG00000167772.6"	115
"11219"	"GPR153"	"ENSG00000158292.6"	19
"11220"	"ARHGAP4"	"ENSG00000089820.11"	5
"11221"	"ETS2"	"ENSG00000157557.7"	118
"11222"	"AC034220.3"	"ENSG00000233006.1"	122
"11223"	"TKT"	"ENSG00000163931.11"	117
"11224"	"CIDEA"	"ENSG00000176194.13"	14
"11225"	"CYB5A"	"ENSG00000166347.13"	117
"11226"	"WDR34"	"ENSG00000119333.7"	4
"11227"	"DCUN1D4"	"ENSG00000109184.10"	125
"11228"	"CYSTM1"	"ENSG00000120306.5"	113
"11229"	"MIF4GD"	"ENSG00000125457.9"	106
"11230"	"ANKRD32"	"ENSG00000133302.8"	9
"11231"	"SH3KBP1"	"ENSG00000147010.13"	125
"11232"	"RIOK1"	"ENSG00000124784.4"	1
"11233"	"C1orf43"	"ENSG00000143612.13"	118
"11234"	"PPID"	"ENSG00000171497.4"	17
"11235"	"RP11-54C4.1"	"ENSG00000213433.5"	2
"11236"	"EFTUD1"	"ENSG00000140598.9"	120
"11237"	"RLIM"	"ENSG00000131263.8"	125
"11238"	"CALML6"	"ENSG00000169885.5"	4
"11239"	"SMAD7"	"ENSG00000101665.4"	109
"11240"	"SNX1"	"ENSG00000028528.10"	111
"11241"	"PCSK6"	"ENSG00000140479.12"	110
"11242"	"B3GALT2"	"ENSG00000162630.5"	21
"11243"	"TGDS"	"ENSG00000088451.6"	107
"11244"	"RNF168"	"ENSG00000163961.4"	17
"11245"	"CSF3"	"ENSG00000108342.8"	5
"11246"	"AC021593.1"	"ENSG00000224512.2"	4
"11247"	"MTCH2"	"ENSG00000109919.4"	123
"11248"	"SNX33"	"ENSG00000173548.8"	114
"11249"	"NDUFB5"	"ENSG00000136521.8"	126
"11250"	"FOS"	"ENSG00000170345.4"	115
"11251"	"GTF2F2"	"ENSG00000188342.7"	107
"11252"	"HARS"	"ENSG00000170445.8"	14
"11253"	"CDH2"	"ENSG00000170558.4"	118
"11254"	"HECW1"	"ENSG00000002746.9"	21
"11255"	"PRPF18"	"ENSG00000165630.9"	126
"11256"	"IPO9"	"ENSG00000198700.5"	13
"11257"	"NIPBL"	"ENSG00000164190.11"	109
"11258"	"C1orf174"	"ENSG00000198912.6"	18
"11259"	"PPM1K"	"ENSG00000163644.9"	109
"11260"	"RP11-453E17.1"	"ENSG00000248049.2"	3
"11261"	"CACNA2D2"	"ENSG00000007402.7"	16
"11262"	"RP11-311C24.1"	"ENSG00000260772.1"	6
"11263"	"SIAE"	"ENSG00000110013.8"	126
"11264"	"AC005003.1"	"ENSG00000213888.2"	12
"11265"	"RP11-9E13.2"	"ENSG00000234635.1"	1
"11266"	"CAMKMT"	"ENSG00000143919.10"	108
"11267"	"CCDC90A"	"ENSG00000050393.6"	111
"11268"	"CTSK"	"ENSG00000143387.8"	117
"11269"	"PDZD4"	"ENSG00000067840.7"	16
"11270"	"C20orf160"	"ENSG00000101331.11"	7
"11271"	"RP11-611E13.2"	"ENSG00000257815.1"	6
"11272"	"AGFG2"	"ENSG00000106351.8"	114
"11273"	"SRGAP3"	"ENSG00000196220.10"	16
"11274"	"MXRA8"	"ENSG00000162576.11"	2
"11275"	"LRRC16B"	"ENSG00000186648.10"	62
"11276"	"GPR143"	"ENSG00000101850.8"	107
"11277"	"BTBD2"	"ENSG00000133243.4"	4
"11278"	"ATP2C1"	"ENSG00000017260.14"	118
"11279"	"GPX3"	"ENSG00000211445.6"	13
"11280"	"FBXO8"	"ENSG00000164117.8"	107
"11281"	"TMEM51"	"ENSG00000171729.8"	114
"11282"	"RSPH3"	"ENSG00000130363.6"	21
"11283"	"SESN3"	"ENSG00000149212.6"	109
"11284"	"BSCL2"	"ENSG00000168000.9"	1
"11285"	"EID2B"	"ENSG00000176401.4"	13
"11286"	"C4orf29"	"ENSG00000164074.9"	2
"11287"	"RGP1"	"ENSG00000107185.8"	119
"11288"	"RP11-578F21.12"	"ENSG00000261377.1"	9
"11289"	"TMEM241"	"ENSG00000134490.9"	12
"11290"	"CHDH"	"ENSG00000016391.5"	108
"11291"	"OLFM2"	"ENSG00000105088.4"	107
"11292"	"PIM2"	"ENSG00000102096.9"	14
"11293"	"RAPGEF1"	"ENSG00000107263.13"	119
"11294"	"LYRM4"	"ENSG00000214113.5"	18
"11295"	"RPS2"	"ENSG00000140988.10"	5
"11296"	"CBX3"	"ENSG00000122565.13"	127
"11297"	"KHNYN"	"ENSG00000100441.5"	113
"11298"	"SAP30"	"ENSG00000164105.3"	114
"11299"	"ABCA17P"	"ENSG00000238098.4"	12
"11300"	"LAMTOR3"	"ENSG00000109270.8"	126
"11301"	"PLLP"	"ENSG00000102934.5"	110
"11302"	"EEF1DP2"	"ENSG00000226721.1"	6
"11303"	"CNN3"	"ENSG00000117519.11"	113
"11304"	"CD2BP2"	"ENSG00000169217.4"	18
